Entity	Source	By-Statement
Modi	HT	Highlighting the need to increase tax base and adopt new technology , Prime Minister PERSON on Tuesday asked young tax officials to be people-centric .
Modi	HT	As far as the gems and jewellery sector is concerned our aim should not only be make in India but also design in India , PERSON said at a public function at PERSON , the diamond hub of the country .
Modi	HT	Seeking to rope in youngsters to promote cashless transactions , PERSON said for every person introduced to the Bhim app , one will get a Cashback of RS 10 .
Modi	IE	Senior officials of water resources ministry in Delhi said there is no scientific evidence to prove that floods occurred in Bihar due to the Farakka dam , senior BJP leader PERSON said in a statement .
Modi	IE	I urge those involved with the start up sector to innovate on aspects where technology can help the judiciary , PM Modi said while speaking at the 150th year celebrations of the Allahabad high court .
Modi	IE	Speaking at the youth convention on innovation and technology , which marked the inauguration , PERSON said , I had a dream and for that , I was looking for the right people .
Modi	IE	Referring to his governments ambitious make in India initiative , PERSON said 37 of the Indian warships participating the fleet review were made in India and their numbers will surely rise .
Modi	IE	My meeting with PM PERSON focused on defence cooperation , make in India and other key issues , PERSON said in a tweet before he left for Saudi Arabia after two days of engagement with world leaders during the NSS here .
Modi	IE	B'Commenting on the issue of fund availability for startups , PERSON said the government has created a RS 10,000 crore fund .
Modi	IE	( file ) commenting on the issue of fund availability for startups , PERSON said the government has created a RS 10,000 crore fund .
Modi	IE	( file ) prime minister PERSON today said the government is taking several steps to promote young entrepreneurs in the country , adding that startups are no longer confined to big cities .
Modi	IE	Commenting on the issue of fund availability for startups , PERSON said the government has created a RS 10,000 crore fund of funds .
Modi	IE	Technology has impacted the print , electronic and social media immensely , PERSON said .
Modi	IE	New agreements in the field of taxation , science , space , youth affairs and sports outline expanding scope of our partnership , PM Modi said .
Modi	IE	Seeking to rope in youngsters to promote cashless transactions , PERSON said for every person you introduce to the Bhim app , you will get a cash back of RS 10 .
Modi	IE	As part of his plans for Indias resurgence , PERSON said removal of corruption and good governance were his mantras that could turn the nation around and said technology can help eradicate corruption .
Modi	IE	56 PM : calling for a strong India-France relations , PM Modi said , be it trade and technology , innovation and investment , energy , education and enterprise , we want to give a boost to India-France ties .
Modi	IE	( source : PTI photo ) exhorting farmers to adopt modern technology , Prime Minister PERSON on Monday said his government has decided to double their income by 2022 when India would celebrate 75 years of independence .
Modi	IE	Modi also said the technology should instil fear among the criminals .
Modi	IE	Asserting that India has distinguished itself in the global start-up eco-system , PM Modi said , startups are no longer only in big cities .
Modi	IE	Pm Modi said , we in the government understand that youngsters may face shortage of funds for their startups .
Modi	IE	Modi said the two countries will be opening new avenues for cooperation , including in the energy sector , telecommunications and science and technology .
