Entity	Source	By-Statement
Modi	DecH	we have introduced the gst bill in parliament; we are hopeful to roll it out in 2016, modi said at the indo-german summit here, sharing the dais with german chancellor angela merkel.
Modi	DecH	while pitching in for a deeper india-africa partnership on clean energy, sustainable habitats, public transport and climate resilient agriculture, modi said it is also true that the excess of few cannot become the burden of many.
Modi	DecH	asserting that the budget reflects commitment to eliminate corruption and black money, modi said it provides for a comprehensive package of digital economy which will reduce tax evasion and help control black money.
Modi	DecH	the changes in land act is aimed at ensuring faster processing without compromising on compensation or reclamation and rehabilitation (r&r) measures to farmers, prime minister modi said.
Modi	DecH	prime minister modi has said that steps will be taken to double the incomes of farmers in five years.
Modi	DecH	the government has taken significant steps to check corruption and menace of black money in a short span of time, modi said at the inauguration of sixth global focal point conference (gfpc) on asset recovery here at vigyan bhavan.
Modi	DecH	sources said that modi could also announce a host of welfare schemes for the farmers at the rally, which comes two days before former prime minister chaudhary charan singh's birth anniversary.
Modi	DecH	addressing the states during niti aayog governing council meeting on april 23, modi had said, in a country where agricultural income is exceedingly important, budgets should be prepared immediately after the receipt of agricultural incomes for the year.
Modi	DecH	pm demands 'concrete' results of dbt schemenew delhi, june 19, 2015, dhns: 0:58 istwith the government saving up to 15 per cent in direct benefit transfers of subsidies to the beneficiaries, prime minister modi on thursday asked authorities to accelerate the delivery of benefits and expand the applications for the aadhaar (unique identification) card.
Modi	DecH	modi said this after reviewing the progress of uid project and dbt scheme.
Modi	DecH	i share the pain, modi said about the suicide committed by a farmer from rajasthan at a rally organised by aam aadmi party here.
Modi	DecH	while campaigning for the lok sabha elections in 2014, modi had said that, if voted to power, the nda government would bring back the black money within 100 days of forming the government.
Modi	DecH	delivering the 38th edition of his 'mann ki baat', prime minister modi said, can our farmers take a pledge to bring down urea use by half by 2022?
Modi	DecH	stressing that all the political parties opposed to each other were together on the issue of corruption, modi said both mayawati and mulayam singh yadav had never been one of any issue but both were angry with him on his note ban decision.
Modi	DecH	mayawati and mulayam singh who were opposed to each other, came together on one issue when i waged a war on black money as they found that the ground was slipping under their feet, modi said.
Modi	DecH	at the recent global conference on cyberspace, prime minister modi said, i am sure most of you are already aware of aadhaar, which is the unique biometric identity of a personthrough better targeting of subsidies, the jam (jan dhan-aadhaar-mobile) trinity has prevented leakages to the tune of nearly $10 billion so far.
Modi	DecH	new delhi, june 28, 2016, dhns 2:53 istgst: modi says one group has made passage of bill 'prestige issue'prime minister modi has pinned hopes on the changed arithmetic in the rajya sabha for the passage of the much-delayed goods and services tax (gst) bill.
Modi	DecH	the gst is beneficial for the poor people of the states represented by them, because those states will economically benefit the most from gst, modi said.
Modi	DecH	referring to demonetisation, modi said he will not stop until and unless he recovers the black money and said it was congress which has a problem with the ban.
Modi	DecH	to questions regarding change of rules 150 times after demonetisation announcement, modi said it was done to find ways to ease problems of people.
Modi	DecH	hitting out at congress for raising the issue of change of rules 150 times on demonetisation, modi said the previous upa government had changed rules regarding mnrega 1035 times during its implementation over six years.
Modi	DecH	with regard to opposition's criticism over demonetisation, an issue that led to washout of the last winter session, modi said from day one, the government has been saying that it is ready for a discussion on it.
Modi	DecH	targeting the congress, modi said the opposition party claims to be the custodian of the farmers, the poor and the suppressed people.
Modi	DecH	modi, who is addressing the summit along with us president barack obama, said heavy investments in infrastructure and agriculture will improve economy.
Modi	DecH	i hope the message would reach those who make such considerations, modi said in an apparent reference to the congresss negotiating team with the government on gst that comprised the rajya sabha members.
Modi	DecH	in his 42-minute intervention, modi said the gst regime would compel traders to give proper bills to consumers and help fight corruption and black money.
